game_id,season,week,matchup,model_spread,predicted_home_margin,closing_or_reference_line,total_line,market_source,market,readiness_status,calibrated_probability,model_probability,market_fair_probability,push_probability,source_win_probability,independent_complement_probability,tie_probability,p_cover,p_over,offered_decimal,penalized_edge,full_kelly_fraction,recommended_stake,should_bet,no_bet_reason,calibration_statement,pricing_surface_version,as_of_utc,artifact_sha256,code_commit,devig_method,consensus_method,injury_data_utc,bookmakers_used,quote_age_minutes,line_status,card_status,data_quality_status,fundamental_probability,fundamental_input_status,fundamental_artifact_version,feature_snapshot_hash,fundamental_missing_features,fundamental_missing_feature_count,fundamental_imputed_feature_count,production_probability,production_source,market_fundamental_difference
2026_01_ARI_LAC,2026,1,ARI @ LAC,-10.5,10.5,-10.5,46.0,LIVE-CURRENT,ats,RETAIN_BASELINE,0.4914438131739874,0.4914438131739874,0.4914438131739874,0.0,0.5547193667468856,0.44528063325311446,0.007743521328613533,0.4914438131739874,0.5072297049166309,1.909,0.0,0.0,0.0,False,no-bet: edge not established;no-bet: penalized edge below 2% minimum;no-bet: nonpositive Kelly fraction,"Prices are market-anchored to the frozen production spec (model probability = de-vigged market). Any model overlay is PROVISIONAL and stakes ZERO until the live gate promotes it (>=8 live weeks, cumulative log-loss gain>0, pick-accuracy 95% CI lower>0.524). Alternate-ladder prices are fair probabilities from the joint score distribution with a configurable book hold; they are quotes, not edge claims.",pricing_calibration_2026.v1:d5c7b5b9cea3,2026-07-30T18:00:00Z,d5c7b5b9cea3bc3931f59a6fae751447b3c4b9938258932dd50d02dc2c27a6db,c99be7b33bc7b07f755bef921b4fbfecc7d7d752,proportional,equal_mean,MISSING,5,1.1160592166666667,PRICED,PRELIMINARY,OK,0.4925597286873753,AVAILABLE,shadow_fundamental_2026.v1,5270cbb7b47e9d59087a7674df5a0d5c4aa1252683bc547dcf5d797711da5b09,epa_matchup_home_season_mean;epa_matchup_away_season_mean;epa_net_edge_season_mean;success_rate_net_season_mean;dropback_epa_net_season_mean;rush_epa_net_season_mean,6,6,0.4914438131739874,MARKET_BASELINE,0.0011159155133879106
2026_01_ARI_LAC,2026,1,ARI @ LAC,-10.5,10.5,-10.5,46.0,LIVE-CURRENT,moneyline,RETAIN_BASELINE,0.8169133563952661,0.8169133563952661,0.8169133563952661,0.0,0.8350282851089772,0.15722819356240927,0.007743521328613533,0.4914438131739874,0.5072297049166309,1.909,0.0,0.6154979068851079,0.0,False,no-bet: edge not established;no-bet: penalized edge below 2% minimum,"Prices are market-anchored to the frozen production spec (model probability = de-vigged market). Any model overlay is PROVISIONAL and stakes ZERO until the live gate promotes it (>=8 live weeks, cumulative log-loss gain>0, pick-accuracy 95% CI lower>0.524). Alternate-ladder prices are fair probabilities from the joint score distribution with a configurable book hold; they are quotes, not edge claims.",pricing_calibration_2026.v1:d5c7b5b9cea3,2026-07-30T18:00:00Z,d5c7b5b9cea3bc3931f59a6fae751447b3c4b9938258932dd50d02dc2c27a6db,c99be7b33bc7b07f755bef921b4fbfecc7d7d752,proportional,equal_mean,MISSING,5,1.1160592166666667,PRICED,PRELIMINARY,OK,0.7158847330439893,AVAILABLE,shadow_fundamental_2026.v1,5270cbb7b47e9d59087a7674df5a0d5c4aa1252683bc547dcf5d797711da5b09,epa_matchup_home_season_mean;epa_matchup_away_season_mean;epa_net_edge_season_mean;success_rate_net_season_mean;dropback_epa_net_season_mean;rush_epa_net_season_mean,6,6,0.8169133563952661,MARKET_BASELINE,-0.10102862335127683
2026_01_ARI_LAC,2026,1,ARI @ LAC,-10.5,10.5,-10.5,46.0,LIVE-CURRENT,total,RETAIN_BASELINE,0.5072297049166309,0.5072297049166309,0.5072297049166309,0.030563688963107627,0.4847181555184462,0.48471815551844616,0.007743521328613533,0.4914438131739874,0.5072297049166309,1.909,0.0,0.0,0.0,False,no-bet: edge not established;no-bet: penalized edge below 2% minimum;no-bet: nonpositive Kelly fraction,"Prices are market-anchored to the frozen production spec (model probability = de-vigged market). Any model overlay is PROVISIONAL and stakes ZERO until the live gate promotes it (>=8 live weeks, cumulative log-loss gain>0, pick-accuracy 95% CI lower>0.524). Alternate-ladder prices are fair probabilities from the joint score distribution with a configurable book hold; they are quotes, not edge claims.",pricing_calibration_2026.v1:d5c7b5b9cea3,2026-07-30T18:00:00Z,d5c7b5b9cea3bc3931f59a6fae751447b3c4b9938258932dd50d02dc2c27a6db,c99be7b33bc7b07f755bef921b4fbfecc7d7d752,proportional,equal_mean,MISSING,5,1.1160592166666667,PRICED,PRELIMINARY,OK,0.5021201844385191,AVAILABLE,shadow_fundamental_2026.v1,5270cbb7b47e9d59087a7674df5a0d5c4aa1252683bc547dcf5d797711da5b09,epa_matchup_home_season_mean;epa_matchup_away_season_mean;epa_net_edge_season_mean;success_rate_net_season_mean;dropback_epa_net_season_mean;rush_epa_net_season_mean,6,6,0.5072297049166309,MARKET_BASELINE,-0.005109520478111751
2026_01_ATL_PIT,2026,1,ATL @ PIT,-3.0,3.0,-3.0,41.5,LIVE-CURRENT,ats,RETAIN_BASELINE,0.5018036100851482,0.5018036100851482,0.5018036100851482,0.07674057521573986,0.44259853176970765,0.48066089301455245,0.004463498256790421,0.5018036100851482,0.4990707882690886,1.909,0.0,0.03815584914003049,0.0,False,no-bet: edge not established;no-bet: penalized edge below 2% minimum,"Prices are market-anchored to the frozen production spec (model probability = de-vigged market). Any model overlay is PROVISIONAL and stakes ZERO until the live gate promotes it (>=8 live weeks, cumulative log-loss gain>0, pick-accuracy 95% CI lower>0.524). Alternate-ladder prices are fair probabilities from the joint score distribution with a configurable book hold; they are quotes, not edge claims.",pricing_calibration_2026.v1:d5c7b5b9cea3,2026-07-30T18:00:00Z,d5c7b5b9cea3bc3931f59a6fae751447b3c4b9938258932dd50d02dc2c27a6db,c99be7b33bc7b07f755bef921b4fbfecc7d7d752,proportional,equal_mean,MISSING,8,1.12439255,PRICED,PRELIMINARY,OK,0.5335718660241004,AVAILABLE,shadow_fundamental_2026.v1,5270cbb7b47e9d59087a7674df5a0d5c4aa1252683bc547dcf5d797711da5b09,epa_matchup_home_season_mean;epa_matchup_away_season_mean;epa_net_edge_season_mean;success_rate_net_season_mean;dropback_epa_net_season_mean;rush_epa_net_season_mean,6,6,0.5018036100851482,MARKET_BASELINE,0.03176825593895227
2026_01_ATL_PIT,2026,1,ATL @ PIT,-3.0,3.0,-3.0,41.5,LIVE-CURRENT,moneyline,RETAIN_BASELINE,0.5919910975070075,0.5919910975070075,0.5919910975070075,0.0,0.5697680927377264,0.42576840900548313,0.004463498256790421,0.5018036100851482,0.4990707882690886,1.909,0.0,0.1431364192968948,0.0,False,no-bet: edge not established;no-bet: penalized edge below 2% minimum,"Prices are market-anchored to the frozen production spec (model probability = de-vigged market). Any model overlay is PROVISIONAL and stakes ZERO until the live gate promotes it (>=8 live weeks, cumulative log-loss gain>0, pick-accuracy 95% CI lower>0.524). Alternate-ladder prices are fair probabilities from the joint score distribution with a configurable book hold; they are quotes, not edge claims.",pricing_calibration_2026.v1:d5c7b5b9cea3,2026-07-30T18:00:00Z,d5c7b5b9cea3bc3931f59a6fae751447b3c4b9938258932dd50d02dc2c27a6db,c99be7b33bc7b07f755bef921b4fbfecc7d7d752,proportional,equal_mean,MISSING,8,1.12439255,PRICED,PRELIMINARY,OK,0.5414085628119705,AVAILABLE,shadow_fundamental_2026.v1,5270cbb7b47e9d59087a7674df5a0d5c4aa1252683bc547dcf5d797711da5b09,epa_matchup_home_season_mean;epa_matchup_away_season_mean;epa_net_edge_season_mean;success_rate_net_season_mean;dropback_epa_net_season_mean;rush_epa_net_season_mean,6,6,0.5919910975070075,MARKET_BASELINE,-0.05058253469503704
2026_01_ATL_PIT,2026,1,ATL @ PIT,-3.0,3.0,-3.0,41.5,LIVE-CURRENT,total,RETAIN_BASELINE,0.4990707882690886,0.4990707882690886,0.4990707882690886,0.0,0.5,0.5,0.004463498256790421,0.5018036100851482,0.4990707882690886,1.909,0.0,0.0,0.0,False,no-bet: edge not established;no-bet: penalized edge below 2% minimum;no-bet: nonpositive Kelly fraction,"Prices are market-anchored to the frozen production spec (model probability = de-vigged market). Any model overlay is PROVISIONAL and stakes ZERO until the live gate promotes it (>=8 live weeks, cumulative log-loss gain>0, pick-accuracy 95% CI lower>0.524). Alternate-ladder prices are fair probabilities from the joint score distribution with a configurable book hold; they are quotes, not edge claims.",pricing_calibration_2026.v1:d5c7b5b9cea3,2026-07-30T18:00:00Z,d5c7b5b9cea3bc3931f59a6fae751447b3c4b9938258932dd50d02dc2c27a6db,c99be7b33bc7b07f755bef921b4fbfecc7d7d752,proportional,equal_mean,MISSING,8,1.12439255,PRICED,PRELIMINARY,OK,0.5287635333857332,AVAILABLE,shadow_fundamental_2026.v1,5270cbb7b47e9d59087a7674df5a0d5c4aa1252683bc547dcf5d797711da5b09,epa_matchup_home_season_mean;epa_matchup_away_season_mean;epa_net_edge_season_mean;success_rate_net_season_mean;dropback_epa_net_season_mean;rush_epa_net_season_mean,6,6,0.4990707882690886,MARKET_BASELINE,0.029692745116644603
2026_01_BAL_IND,2026,1,BAL @ IND,3.5,-3.5,3.5,48.5,LIVE-CURRENT,ats,RETAIN_BASELINE,0.5022739676647849,0.5022739676647849,0.5022739676647849,0.0,0.48418685198435196,0.515813148015648,0.006729663068059227,0.5022739676647849,0.500795165394402,1.909,0.0,0.0,0.0,False,no-bet: edge not established;no-bet: penalized edge below 2% minimum;no-bet: nonpositive Kelly fraction,"Prices are market-anchored to the frozen production spec (model probability = de-vigged market). Any model overlay is PROVISIONAL and stakes ZERO until the live gate promotes it (>=8 live weeks, cumulative log-loss gain>0, pick-accuracy 95% CI lower>0.524). Alternate-ladder prices are fair probabilities from the joint score distribution with a configurable book hold; they are quotes, not edge claims.",pricing_calibration_2026.v1:d5c7b5b9cea3,2026-07-30T18:00:00Z,d5c7b5b9cea3bc3931f59a6fae751447b3c4b9938258932dd50d02dc2c27a6db,c99be7b33bc7b07f755bef921b4fbfecc7d7d752,proportional,equal_mean,MISSING,8,1.0577258833333334,PRICED,PRELIMINARY,OK,0.5081926094468635,AVAILABLE,shadow_fundamental_2026.v1,5270cbb7b47e9d59087a7674df5a0d5c4aa1252683bc547dcf5d797711da5b09,epa_matchup_home_season_mean;epa_matchup_away_season_mean;epa_net_edge_season_mean;success_rate_net_season_mean;dropback_epa_net_season_mean;rush_epa_net_season_mean,6,6,0.5022739676647849,MARKET_BASELINE,0.005918641782078571
2026_01_BAL_IND,2026,1,BAL @ IND,3.5,-3.5,3.5,48.5,LIVE-CURRENT,moneyline,RETAIN_BASELINE,0.3706367943583076,0.3706367943583076,0.3706367943583076,0.0,0.3705276709125258,0.622742666019415,0.006729663068059227,0.5022739676647849,0.500795165394402,1.909,0.0,0.0,0.0,False,no-bet: edge not established;no-bet: penalized edge below 2% minimum;no-bet: nonpositive Kelly fraction,"Prices are market-anchored to the frozen production spec (model probability = de-vigged market). Any model overlay is PROVISIONAL and stakes ZERO until the live gate promotes it (>=8 live weeks, cumulative log-loss gain>0, pick-accuracy 95% CI lower>0.524). Alternate-ladder prices are fair probabilities from the joint score distribution with a configurable book hold; they are quotes, not edge claims.",pricing_calibration_2026.v1:d5c7b5b9cea3,2026-07-30T18:00:00Z,d5c7b5b9cea3bc3931f59a6fae751447b3c4b9938258932dd50d02dc2c27a6db,c99be7b33bc7b07f755bef921b4fbfecc7d7d752,proportional,equal_mean,MISSING,8,1.0577258833333334,PRICED,PRELIMINARY,OK,0.47690029021344715,AVAILABLE,shadow_fundamental_2026.v1,5270cbb7b47e9d59087a7674df5a0d5c4aa1252683bc547dcf5d797711da5b09,epa_matchup_home_season_mean;epa_matchup_away_season_mean;epa_net_edge_season_mean;success_rate_net_season_mean;dropback_epa_net_season_mean;rush_epa_net_season_mean,6,6,0.3706367943583076,MARKET_BASELINE,0.10626349585513956
2026_01_BAL_IND,2026,1,BAL @ IND,3.5,-3.5,3.5,48.5,LIVE-CURRENT,total,RETAIN_BASELINE,0.500795165394402,0.500795165394402,0.500795165394402,0.0,0.5,0.5,0.006729663068059227,0.5022739676647849,0.500795165394402,1.909,0.0,0.0,0.0,False,no-bet: edge not established;no-bet: penalized edge below 2% minimum;no-bet: nonpositive Kelly fraction,"Prices are market-anchored to the frozen production spec (model probability = de-vigged market). Any model overlay is PROVISIONAL and stakes ZERO until the live gate promotes it (>=8 live weeks, cumulative log-loss gain>0, pick-accuracy 95% CI lower>0.524). Alternate-ladder prices are fair probabilities from the joint score distribution with a configurable book hold; they are quotes, not edge claims.",pricing_calibration_2026.v1:d5c7b5b9cea3,2026-07-30T18:00:00Z,d5c7b5b9cea3bc3931f59a6fae751447b3c4b9938258932dd50d02dc2c27a6db,c99be7b33bc7b07f755bef921b4fbfecc7d7d752,proportional,equal_mean,MISSING,8,1.0577258833333334,PRICED,PRELIMINARY,OK,0.5455687912890055,AVAILABLE,shadow_fundamental_2026.v1,5270cbb7b47e9d59087a7674df5a0d5c4aa1252683bc547dcf5d797711da5b09,epa_matchup_home_season_mean;epa_matchup_away_season_mean;epa_net_edge_season_mean;success_rate_net_season_mean;dropback_epa_net_season_mean;rush_epa_net_season_mean,6,6,0.500795165394402,MARKET_BASELINE,0.04477362589460343
2026_01_BUF_HOU,2026,1,BUF @ HOU,1.0,-1.0,1.0,44.5,LIVE-CURRENT,ats,RETAIN_BASELINE,0.5018252856384435,0.5018252856384435,0.5018252856384435,0.02647793052120302,0.47319273840888165,0.5003293310699153,0.012341312429909256,0.5018252856384435,0.5001227807978449,1.909,0.0,0.0,0.0,False,no-bet: edge not established;no-bet: penalized edge below 2% minimum;no-bet: nonpositive Kelly fraction,"Prices are market-anchored to the frozen production spec (model probability = de-vigged market). Any model overlay is PROVISIONAL and stakes ZERO until the live gate promotes it (>=8 live weeks, cumulative log-loss gain>0, pick-accuracy 95% CI lower>0.524). Alternate-ladder prices are fair probabilities from the joint score distribution with a configurable book hold; they are quotes, not edge claims.",pricing_calibration_2026.v1:d5c7b5b9cea3,2026-07-30T18:00:00Z,d5c7b5b9cea3bc3931f59a6fae751447b3c4b9938258932dd50d02dc2c27a6db,c99be7b33bc7b07f755bef921b4fbfecc7d7d752,proportional,equal_mean,MISSING,7,1.1327258833333331,PRICED,PRELIMINARY,OK,0.4415756522217618,AVAILABLE,shadow_fundamental_2026.v1,5270cbb7b47e9d59087a7674df5a0d5c4aa1252683bc547dcf5d797711da5b09,epa_matchup_home_season_mean;epa_matchup_away_season_mean;epa_net_edge_season_mean;success_rate_net_season_mean;dropback_epa_net_season_mean;rush_epa_net_season_mean,6,6,0.5018252856384435,MARKET_BASELINE,-0.060249633416681714
